報告年度:2021,議題:溫室氣體排放,,,,,,,,,,,
公司代號,公司名稱,直接(範疇一)溫室氣體排放量-數據(公噸CO₂e),直接(範疇一)溫室氣體排放量-資料邊界,直接(範疇一)溫室氣體排放量-確信範圍,能源間接(範疇二)溫室氣體排放量-數據(公噸CO₂e),能源間接(範疇二)溫室氣體排放量-資料邊界,能源間接(範疇二)溫室氣體排放量-確信範圍,其他間接(範疇三)溫室氣體排放量-數據(公噸CO₂e),其他間接(範疇三)溫室氣體排放量-資料邊界,其他間接(範疇三)溫室氣體排放量-確信範圍,溫室氣體排放密集度-密集度(噸CO2e/單位),溫室氣體排放密集度-單位
3533,嘉澤,7712.56,本公司於中國大陸廣州、蘇州、中山之子公司,ISO 14064,62018.49,本公司於中國大陸廣州、蘇州、中山之子公司,ISO 14064,88317.55,本公司於中國大陸廣州、中山之子公司,ISO 14064,無，無統計相關數據,
3535,晶彩科,764.86,僅母公司,,無，無統計相關數據,,,無，無統計相關數據,,,0.544,以百萬元營業額為單位                                                                                                                                                                                    
3543,州巧,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3545,敦泰,無，本公司無生產製造無範疇-排放項目,,,883.27,台灣新竹總部,,無，無統計相關數據,,,2.04,員工人數                                                                                                                                                                                                
3550,聯穎,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3557,嘉威,392.1062,母公司及大陸子公司,,36023.2987,母公司及大陸子公司,,無，無統計相關數據,,,0.0069,營業額
3563,牧德,25,牧德科技股份有限公司,,744,牧德科技股份有限公司,,無，無統計相關數據,,,無，無統計相關數據,
3576,聯合再生,317.4,母公司(竹科廠、竹南廠及台南廠),,65229.5,母公司(竹科廠、竹南廠及台南廠),,無，無統計相關數據,,,5.45,百萬營業額                                                                                                                                                                                              
3583,辛耘,811.4235,新竹縣湖口鄉中華路16號,ISO 14064,9785.988,新竹縣湖口鄉中華路16號,ISO 14064,無，無統計相關數據,,,10597.4115,35473520000 (辛耘母公司營收)                                                                                                                                                                            
3588,通嘉,無，無統計相關數據,,,無，無統計相關數據,,,694.31,母公司,,0.3015,營業額
3591,艾笛森,1309.77,僅母公司,,無，無統計相關數據,,,無，無統計相關數據,,,1.3653,每百萬元營業額                                                                                                                                                                                          
3592,瑞鼎,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3593,力銘,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3596,智易,871.37,台灣總部及中國與越南生產中心,ISO 14064,30596.91,台灣總部及中國與越南生產中心,ISO 14064,無，預計111年7月底前完成統計。,,,0.0008,產品
3605,宏致,129.75,母公司,ISO 14064,4214.95,母公司,ISO 14064,1266.65,母公司,ISO 14064,"無，2021年營收10,575,862千元",
3607,谷崧,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3617,碩天,無，無統計相關數據,,,347.92,台北總部,,無，無統計相關數據,,,無，無統計相關數據,
3622,洋華,20.84,母公司,,981.85,母公司,,無，無統計相關數據,,,0.0011,營業額
3645,達邁,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3652,精聯,無，無統計相關數據,,,370,僅母公司,,無，無統計相關數據,,,0.2125,佰萬營業額                                                                                                                                                                                              
3653,健策,455.91,母公司,,21955.84,母公司,,無，無統計相關數據,,,3.18,營業額(百萬)                                                                                                                                                                                            
3661,世芯-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3665,貿聯-KY,3215,計範圍涵蓋集團 17 個生產據點：昆山貿聯廠、昆山翔光廠、常州廠、深圳通盈廠、翔耀廠、康聯廠、廈門新視廠、百事聯廠、佛山城鉞廠、新加坡加冷廠、馬來西亞柔佛廠、馬來西亞檳城廠、 塞爾維亞廠、斯洛伐克廠、加州廠、德州廠、墨西哥廠。,"GRI Standard, AA1000 ASv3                                                                                                                                                                               ",40207.83,統計範圍涵蓋集團 17 個生產據點：昆山貿聯廠、昆山翔光廠、常州廠、深圳通盈廠、翔耀廠、康聯廠、廈門新視廠、百事聯廠、佛山城鉞廠、新加坡加冷廠、馬來西亞柔佛廠、馬來西亞檳城廠、塞爾維亞廠、斯洛伐克廠、加州廠、德州廠、墨西哥廠。,"GRI Standard, AA1000 ASv3                                                                                                                                                                               ",無，無統計相關數據,,,1.12,營業額
3669,圓展,98.39,母公司,,2303.78,母公司,,無，無統計相關數據,,,0.0007,仟元營業額                                                                                                                                                                                              
3673,TPK-KY,7262.7081,涵蓋邊界：宸鴻科技（廈門）有限公司、鴻通科技（廈門）有限公司、宸美（廈門）光電有限公司、祥達光學（廈門）有限公司、寶宸（廈門）光學科技有限公司、宸鴻科技（平潭）有限公司,ISO 14064,347089.601,宸鴻科技（廈門）有限公司、鴻通科技（廈門）有限公司、宸美（廈門）光電有限公司、祥達光學（廈門）有限公司、寶宸（廈門）光學科技有限公司、宸鴻科技（平潭）有限公司,ISO 14064,38680.1253,宸鴻科技（廈門）有限公司、鴻通科技（廈門）有限公司、宸美（廈門）光電有限公司、祥達光學（廈門）有限公司、寶宸（廈門）光學科技有限公司、宸鴻科技（平潭）有限公司,ISO 14064,0.0038,千元營業額                                                                                                                                                                                              
3679,新至陞,8.06,合併財務報表之母子公司,深圳市標準化指導性技術文件SZDB/Z 69-2018&LT;組織的溫室氣體排放量化和報告指南>等                                                                                                                         ,5903.46,合併財務報表之母子公司,深圳市標準化指導性技術文件SZDB/Z 69-2018&LT;組織的溫室氣體排放量化和報告指南>等                                                                                                                         ,無，無統計相關數據,,,無，無統計相關數據,
3686,達能,0,包含合併財務報表之母子公司。,,384,包含合併財務報表之母子公司。,,無，無統計相關數據,,,0,營業額
3694,海華,41.2,上海子公司廠區,,13056.22,上海子公司廠區,,無，無統計相關數據,,,0.0551,產品
3701,大眾控,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3702,大聯大,819.25,盤查範圍包含台灣區及中國區主要營運據點辦公室及自有倉儲,ISO 14064,2772.12,盤查範圍包含台灣區及中國區主要營運據點辦公室及自有倉儲,ISO 14064,6392.79,盤查範圍包含台灣區及中國區主要營運據點辦公室及自有倉儲,ISO 14064,0.03,盤查據點面積(平方米)                                                                                                                                                                                    
